text
<p>data science is about analyzing relevant data to obtain patterns of information in order to help achieve a goal. the main focus of the data analysis is the goal rather then the methodology on how it will achieved. this allows for creative thinking and allowing for the optimal solution or model to be found wihtout the constraint of a specific methodology.</p>
"<p>at it's fundamental core, i believe that data science is ultimately a way to allow people and businesses to compound and work with their observations (essentially, that's what data is--- a recorded observation) and gain as much of an understanding of their context and problems as they possibly can, and use information they can generate to make deeper insights, greater decisions, and ultimately, shift paradigms and propel humanity forward.聽</p>
<p>as mentioned in the lecture, ultimately what this data will be used for is solving humanities problems more efficiently than ever before.聽</p>
<p>with the greater power this increase in data gives humanity though comes an increased responsibility---- just as easily as bigger data can help, in the case of people who are underinformed in data science techniques and aren't aware that they may not be using suitable practices, the additional data and sophisticated techniques will just allow a poor practitioner to get themselves and others in trouble faster than before, and at greater magnitudes.<br><br>ultimately, however, i think this increase of data and the development of computing tools and methodologies to help process it faster and better will be one of the biggest benefits humanity has seen yet--- it may take a few years to get there, but this is truly an exciting time to be involved in data science.聽</p>
<br>"
"<p>having worked in technology, particularly on the web building websites, running large scale websites and managing engineers, i have found data science to be some of what we did before it had a name.聽</p>
<p>when i was the gm at a daily newspaper we had millions of users each month looking at 30+ million pages a month. in general you can get lost in the data and what is actionable. but we focused on the actions we could take. that got us into analytics like omniture. but it wasn't enough. we started doing a/b testing but with a focus on actions. then we would get lost in the content users wanted to and building models around that. then we grew into trying to machine learn about users on the fly, store info, make suggestions and build emails around modeling. ever since then i've been hooked on data because it doesn't lie. yes, you might find many red herrings but ultimately you can find concrete actionable information within the data that doesn't mislead you like opinions.聽</p>
<p>i still work online but more in an agency setting but also with publications. agriculture is our niche and this is an industry that is growing massively in big data from farming/planting to weather. the goal is making farming far more predictible.聽</p>"
"<p>i work as a financial analyst and as a result i have to sift through a lot of data to be able to make decisions and advice management. ordinarily, the stock market is full of so much information which requires good understanding before you anyone can invest hard earned money. i believe this is where data science comes handy. data science is therefore a science of eliminating unwanted data (noise) and using good data to make accurate decisions or conclusions about the future.</p>"
"<p>data science is the science of using data in order to provide the means to answers questions using large amounts of data in the most efficient and correct way possible. 聽i think an important distinction here is that in true data science you aren't just giving the answer, you are providing a way to answer questions and maybe even bring up new questions. 聽in my current role, i know i am not using data scientist techniques. 聽i find myself being asked specific questions like &quot;how many contacts did we get from canada last year&quot;. 聽they don't want a dashboard, they don't want a streamlined process that would allow them to answer this same question on another country. 聽a data scientist would set up the data so that these questions could be asked later in a different and efficient way. 聽a data scientist may even start by asking 聽&quot;what are we really solving? 聽do we really gain insight by knowing the number of contacts from canada? 聽or is there a deeper issue we are trying to solve. 聽perhaps what is behind a perceived increase in contacts in canada?&quot;. 聽聽</p>"
"<p>in my opinion data science in lamen terms has to do with 'trying to make sense of it all'. there is so much data available these days that it is difficult to make good use of this data so that organizations can make better decisions. but the beneficiaries are individual users as well, such as with applications in the health space. the advent of new repository technologies has expanded the scope of how we can implement and use data, so knowledge of now these new technologies work is important in order to apply data science initiatives effectively.聽</p>"
"<p>data science in my understanding is a process of extracting knowledge from any data to help in obtaining wisdom through the knowledge gained and ultimately solve any challenges/improve upon anything we do.<br><br>with so much overexplosion of data in the systems, it is just natural that the evolution of data science has taken place.聽 as it goes by the famous saying &quot;in god we trust, all others bring data&quot;, the insights gained through data would be highly valued/irrefutable in today's complex business environment.聽 data science in my opinion will not be limited to statistics, machine learning, software techniques, understanding business to which it is applied to, but will soon evolve to complex study using the strengths of other areas of science.</p>"
"<p>hello folks,</p>
<p>my name is tejaswi nainala. i'm glad to j<span style=""color: rgb(51,51,51);font-family: &quot;helvetica neue&quot; , helvetica , arial , sans-serif;font-size: 14.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: 21.0px;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;"">oin the data revolution with all of you. companies are searching for data scientists.聽聽we will be i<span style=""color: rgb(51,51,51);font-family: &quot;helvetica neue&quot; , helvetica , arial , sans-serif;font-size: 14.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: 21.0px;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;"">ntroduced to the basics of data science and left armed with practical experience extracting value from big data.<span class=""apple-converted-space"">聽</span></span> </span></p>
<p><span style=""color: rgb(51,51,51);font-family: &quot;helvetica neue&quot; , helvetica , arial , sans-serif;font-size: 14.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: 21.0px;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;""><span style=""color: rgb(51,51,51);font-family: &quot;helvetica neue&quot; , helvetica , arial , sans-serif;font-size: 14.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: 21.0px;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;""><span class=""apple-converted-space"">in my views聽<span style=""font-family: arial , helvetica , sans-serif;font-size: small;"">聽d<span style=""color: rgb(1,1,47);font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: 20.0px;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;"">ata science 聽is simply about moving people and/or systems between current and new technologies and between beginner and expert skills. it involves organising data, packaging data and delivering data.</span></span></span></span></span></p>"
"<p><strong> </strong></p>
<p><span style=""font-family: verdana;color: rgb(51,51,51);"">i read your comments and agree with most of them, but i just tried to define the data science with broad view. data science is a kind of business to find the desire of people. why do we try to learn data science or big data? i think these procedures have one common to find the best way to satisfy people's need, to solve problems, or to predict the new trend for preparing future. from these purpose, the concept of data science can be developed to the academic approach, such as hadoop or analyzing a technical issue. </span></p>
<p><strong> </strong></p>"
"<p>from what i have heard / read so far on data science, it seems very similar to archaeology. 聽digging and sifting through countless amounts of data trying to find something out of it all. 聽whether it be a few gems like key points of data when used in a science setting or finding relationships between the different &quot;dig sites&quot; to find patterns in it all. 聽the difference being though in actual archaeology, we only have 1 earth with 1 history to dig through, where as in the computer world, we practically have a new history (data set) generated on a new planet (company / organization) every single day. 聽it is up to the data scientist to find efficient ways to dig through these ever increasing piles of sand before we eventually become buried in it.</p>"
