text
"<p>hi,</p>
<p>with vast amounts of data now available, companies in almost every industry are focused on exploiting data for competitive advantage. data science is where you make use of a large amout of data in order to make better dicision, solve business problems, building data products, and design data model. according to drewconway, data science is a combination of hacking skills, math &amp; statistics knowledge, and substantive expertise.</p>
<p>onsiri</p>
<br>
<br>"
"<p>i belive that, data science is all about finding problems in a set of data and building efficient model to get information out of that, by applying(or making use of) different science disciplines either in a smart way or trying several times. 聽</p>
<p>interested in learning more about data science in this course.</p>
<br>
<p>thanks聽</p>
<p>pavithra</p>"
"<p>i do not have any experience in the field so it is hard to come up with my own definition of data science. however based on the video by josh wills and the other responses by the students it seems that data science is the study of utilizing data to form a substantive model. another student, violeta, noted that data scientists focus more on utilizing all the data available to them and do not spend a lot of time on forming ways to collect the data. i thought this was interesting but i think as we enter the field it may be important to take a different mental approach than this. while a data scientist may spend more time analyzing and cleaning data sets as josh noted they should also have a solid understanding of the ways in which the data was collect because this will improve results in the future. by doing so we can provide feedback to those who are developing tools to collect data and help them shape their systems to provide more useful data sets.</p>
<p>a simple analogy that comes to mind is lego builders verse lego designers. a data scientist is similar to a child playing with a large box of assorted legos and piecing together different parts to create something new. once the child has experience building a different sort of creations they may be able to design a simple lego that will allow them to greatly increase the number of designs they can build. the child doesn't have to know how the pieces are made or the type of plastic that is used but can still provide feedback on pieces to be designed in the future that would be useful to them as a builder.</p>"
"<p>from what i've been able to learn about data science so far, i would define it as the art of finding good answers to聽questions using relevant data and appropriate scientific technique.</p>"
"<p>hi</p>
<p>data science is all about analyzing a problem and finding data intensive ways to solve that problem. it is our ability to make intelligent decisions with data to make better decisions by creative thinking.</p>
<p>thank you</p>
<p>akhilesh</p>"
"<p>hello everyone,</p>
<p>according to me data science is a field that concentrates on the tools and the different procedures that are used for the analysis of large amounts of data.these procedures聽could be from any other field.it plots mainly on different practices that are used to store large amounts of data.</p>
<p>since i am new to this field.this is all i could figure out.i will explore more in the coming days and will come up with more valuable information</p>
<p>thank you</p>"
"<p>hello everyone,</p>
<p>according to me data science is a field that concentrates on the tools and the different procedures that are used for the analysis of large amounts of data.these procedures聽could be from any other field.it plots mainly on different practices that are used to store large amounts of data.</p>
<p>since i am new to this field.this is all i could figure out.i will explore more in the coming days and will come up with more valuable information</p>
<p>thank you</p>"
"<p><span style=""font-size: 16.0pt;font-family: &quot;times new roman&quot;;"">hello everyone,</span></p>
<p><span style=""font-size: 16.0pt;font-family: &quot;times new roman&quot;;"">聽</span></p>
<p><span style=""font-size: 16.0pt;font-family: &quot;times new roman&quot;;"">in my understanding, data science is the integration of methods from statistics, computer science, and other fields for gaining insights from data. in practice, data science encompasses an iterative process of data harvesting, cleaning, analysis and visualization, and implementation. </span></p>
<p><span style=""font-size: 16.0pt;font-family: &quot;times new roman&quot;;"">ultimately, this interdisciplinary and cross-functional field leads to decisions that move an organization forward, whether the object of the decision is product design, a proposed investment, or business strategy.</span></p>
<p><span style=""font-size: 16.0pt;font-family: &quot;times new roman&quot;;"">聽</span></p>
<p><span style=""font-size: 16.0pt;font-family: &quot;times new roman&quot;;"">thanks.</span></p>
<br>"
"<p>data science, in my words is science using which 'relevant' data can be extracted from a superset of data. data can be huge and finding the relevant data that will answer the question that we are trying to answer can be cumbersome. data science helps in extracting that answer by using domain knowledge, if any, computational skills and statistical science to get to a statistically significant confidence level for that answer. this seems part science and part art. the science part involves collecting and computing the data. the art part involves analyzing that data to come up with a correct answer. overall, the gist of data science is to find statistically signifant answer to the problem we are trying to solve.聽</p>"
"<p>i'm very new to the concept of data science. based on the readings i've completed and the videos we've just seen, i have a few thoughts. since it's in the title, data obviously plays an important role. a somewhat circular definition of data seems to be: information that is organized in a significant way to the person(s) accessing it, often in electronic format.聽any science is usually the ability to explain, understand, and predict.</p>
<p>it sounds like exactly what josh willis was describing: data science may be described as the ability to explain, understand, and predict information that is organized in a significant way to the person(s) accessing it.</p>
<p>the most interesting thing that i found from the videos is that data science is often done on &quot;unpredictable&quot; sets of data, be it聽economic, psychological, or otherwise. i bet this makes model creation (the ability to predict) pretty difficult!聽</p>"
"<p>from the first video with josh wills, data science is a huge field that involves software programming and mathemtical analyses to process and find useful trends in data for businesses and industries. from the second video about cheeseburgers, data science can be a neat tool to give insight about the digital world around us. it seems that data science is a field that inevitably arose from a digital age where most information is recorded and from the need to mine the data for facts/trends/correlations for profit/consumer-exploitation/knowledge.</p>"
"<p>hello,</p>
<p>according to my perspective,</p>
<p>the process or the way of finding the data, its sources and form of representation from which a resource is built and聽</p>
<p>is used by many business fields to get a competitive edge over others. this analysis of data using various scientific聽</p>
<p>methods is called <strong>data science</strong>.</p>
<p>these data science methods effect in many domains,especially from the business perspective</p>
<p>that are very valuable for it strategies.</p>
<br>
<p>thanks,</p>
<p>indraja.</p>"
"<p>i am new to data science and all i can figure out a definition for this is that, data science is all about analyzing the existing data/information and finding out an efficient solution with creativity to achieve the ultimate goal. 聽</p>"
"<p>in my opinion, data science is a general term for extracting knowledge from a given dataset. a data scientist is similar to a research scientist where extensive analyses are performed on the data collected with the hope of drawing meaningful conclusions that would contribute to the field of study. it is often common to use statistics and data processing software in science-related research, but it is not a requirement in some fields such as theoretical physics where formulated models are not as data-driven. on the other hand, the use of statistics and data analysis tools appears to be a must for the field of data science, as it attempts to validate hypotheses through empirical data.</p>
<p>in addition, as data becomes more and more abundant and easily accessible, data science can be applied to social studies, business decisions making, or almost in any fields of studies.</p>
<br>"
"<p>hello ,</p>
<p>聽data science essentials is been linked with the big data and聽<span style=""color: rgb(0,0,0);font-family: arial , helvetica , sans-serif;font-size: 12.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: normal;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;""><span class=""apple-converted-space"">聽it聽</span>is the process of gathering and measuring information on variables of interest.</span></p>
<p><span style=""color: rgb(0,0,0);font-family: arial , helvetica , sans-serif;font-size: 12.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: normal;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;"">it tells about where did the information came from,the ways it is represented and how the collected data can be used into useful resource .</span></p>
<p><span style=""color: rgb(0,0,0);font-family: arial , helvetica , sans-serif;font-size: 12.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: normal;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;""></span></p>
<p><span style=""color: rgb(0,0,0);font-family: arial , helvetica , sans-serif;font-size: 12.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: normal;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;"">thanking you ,</span></p>
<p><span style=""color: rgb(0,0,0);font-family: arial , helvetica , sans-serif;font-size: 12.0px;font-style: normal;font-variant: normal;font-weight: normal;letter-spacing: normal;line-height: normal;text-indent: 0.0px;text-transform: none;white-space: normal;word-spacing: 0.0px;"">manideep maddipatla.</span></p>"
"<p>data scientist is a work title for a representative or business intelligent (bi) experts who excels at analyzing data, especially large amounts of data, to help a business pick up a competitive edge.</p>"
"<p>hello everyone!<br><br>from what i could infer from the videos, data science is a study of information around us in order to find answers to 聽the most complex questions or sometimes get specific answers to the silliest of questions. having worked as an oracle apps dba i know for a fact that these days alot of research is going on in the data science field and technologies like big data and hadoop are gaining prominence.聽a more technical answer to what data science is - computing statistics in order to relay useful information.</p>
<p>regards,</p>
<p>muheeb</p>"
